Country,year,Population,area
Djibouti,1973,190536.0,23200.0
Dominica,1973,71745.0,750.0
Ecuador,1973,6611916.0,283560.0
Egypt,1973,37046807.0,1001450.0
El Salvador,1973,3958616.0,21040.0
Equatorial Guinea,1973,262399.0,28050.0
Eritrea,1973,1958444.0,117600.0
Estonia,1973,1398497.0,45230.0
Ethiopia,1973,31028728.0,1221900.0
Faeroe Islands,1973,39731.0,1390.0
Fiji,1973,554109.0,18270.0
Finland,1973,4668813.0,338150.0
France,1973,52214014.0,549190.0
French Polynesia,1973,122355.0,4000.0
Gabon,1973,624625.0,267670.0
Gambia,1973,489860.0,11300.0
Georgia,1973,4832510.0,69700.0
Germany,1973,78732884.0,356970.0
Ghana,1973,9350111.0,238540.0
Gibraltar,1973,25121.0,10.0
Greece,1973,8897126.0,131960.0
Greenland,1973,48740.0,341700.0
Grenada,1973,93629.0,340.0
Guam,1973,89463.0,540.0
Guatemala,1973,5901980.0,108890.0
Guinea,1973,4319502.0,245860.0
Guinea-Bissau,1973,751512.0,36130.0
Guyana,1973,720919.0,214970.0
Haiti,1973,4960655.0,27750.0
Honduras,1973,2928190.0,112490.0
"Hong Kong, China",1973,4147596.0,1092.0
Hungary,1973,10454502.0,93030.0
Iceland,1973,212731.0,103000.0
India,1973,593451889.0,3287260.0
Indonesia,1973,124242299.0,1904570.0
Iran,1973,30903565.0,1745150.0
Iraq,1973,10951169.0,438320.0
Ireland,1973,3076273.0,70280.0
Isle of Man,1973,59326.0,570.0
Israel,1973,3137029.0,22070.0
Italy,1973,54623207.0,301340.0
Jamaica,1973,1960043.0,10990.0
Japan,1973,108085729.0,377800.0
Jordan,1973,1873548.0,88780.0
Kazakhstan,1973,13751019.0,2724900.0
Kenya,1973,12529810.0,580370.0
Kiribati,1973,53605.0,810.0
Kosovo,1973,1498920.0,10887.0
Kuwait,1973,926817.0,17820.0
Kyrgyzstan,1973,3169771.0,199950.0
Laos,1973,2916148.0,236800.0
Latvia,1973,2424149.0,64550.0
Lebanon,1973,2480426.0,10450.0
Lesotho,1973,1098033.0,30360.0
Liberia,1973,1538882.0,111370.0
Libya,1973,2409101.0,1759540.0
Liechtenstein,1973,22562.0,160.0
Lithuania,1973,3237597.0,65300.0
Luxembourg,1973,348173.0,
"Macao, China",1973,252845.0,28.0
"Macedonia, FYR",1973,1768996.0,25710.0
Madagascar,1973,7152391.0,587040.0
Malawi,1973,4996861.0,118480.0
Malaysia,1973,11741849.0,330800.0
Maldives,1973,127717.0,300.0
Mali,1973,6256192.0,1240190.0
Malta,1973,305398.0,320.0
Marshall Islands,1973,23440.0,
Mauritania,1973,1253839.0,1030700.0
Mauritius,1973,865173.0,2040.0
Mayotte,1973,41958.0,370.0
Mexico,1973,57283361.0,1964380.0
"Micronesia, Fed. Sts.",1973,62289.0,700.0
Moldova,1973,3747925.0,33760.0
Monaco,1973,24440.0,2.0
Mongolia,1973,1397305.0,1564120.0
Montenegro,1973,537764.0,13810.0
Morocco,1973,17097003.0,446550.0
Mozambique,1973,9901052.0,799380.0
Myanmar,1973,29209686.0,676590.0
Namibia,1973,855965.0,824290.0
Nepal,1973,12753028.0,147180.0
Netherlands,1973,13369326.0,41530.0
New Caledonia,1973,119154.0,18580.0
New Zealand,1973,2989985.0,267710.0
Nicaragua,1973,2629503.0,130370.0
Niger,1973,4887484.0,1267000.0
Nigeria,1973,60285453.0,923770.0
Northern Mariana Islands,1973,14605.0,
Norway,1973,3959705.0,323800.0
Oman,1973,806989.0,309500.0
Pakistan,1973,63062204.0,796100.0
Palau,1973,12045.0,
Panama,1973,1653257.0,75420.0
Papua New Guinea,1973,2652586.0,462840.0
Paraguay,1973,2659084.0,406750.0
Peru,1973,14447649.0,1285220.0
Philippines,1973,39026082.0,300000.0
Poland,1973,33597810.0,312690.0
Portugal,1973,8923928.0,92120.0
Puerto Rico,1973,2833147.0,8870.0
Qatar,1973,142111.0,11590.0
Romania,1973,21233593.0,238390.0
Russia,1973,132254362.0,17098240.0
Rwanda,1973,4102336.0,26340.0
Samoa,1973,148889.0,2840.0
San Marino,1973,19467.0,60.0
Sao Tome and Principe,1973,79026.0,960.0
Saudi Arabia,1973,6697486.0,2149690.0
Senegal,1973,4625377.0,196720.0
Serbia,1973,8337076.0,88360.0
Seychelles,1973,56605.0,460.0
Sierra Leone,1973,2656380.0,71740.0
Singapore,1973,2191924.0,680.0
Slovak Republic,1973,4651493.0,49030.0
Slovenia,1973,1709974.0,20270.0
Solomon Islands,1973,179354.0,28900.0
Somalia,1973,3526527.0,637660.0
South Africa,1973,24384538.0,1219090.0
Spain,1973,35104633.0,505990.0
Sri Lanka,1973,13253063.0,65610.0
Sudan,1973,11283574.0,2505810.0
Suriname,1973,368342.0,163820.0
Swaziland,1973,486656.0,17360.0
Sweden,1973,8146472.0,450300.0
Switzerland,1973,6311468.0,41280.0
Syria,1973,7066474.0,185180.0
Tajikistan,1973,3212446.0,142550.0
Tanzania,1973,14984973.0,947300.0
Thailand,1973,40164969.0,513120.0
East Timor,1973,652017.0,14870.0
Togo,1973,2303345.0,56790.0
Tonga,1973,86985.0,750.0
Trinidad and Tobago,1973,982594.0,5130.0
Tunisia,1973,5405354.0,163610.0
Turkey,1973,37366922.0,783560.0
Turkmenistan,1973,2385039.0,488100.0
Turks and Caicos Islands,1973,6132.0,950.0
Tuvalu,1973,7538.0,30.0
Uganda,1973,10256342.0,241550.0
Ukraine,1973,48127170.0,603560.0
United Arab Emirates,1973,382823.0,83600.0
United Kingdom,1973,56039166.0,243610.0
United States,1973,215092900.0,9629090.0
Uruguay,1973,2822084.0,176220.0
Uzbekistan,1973,13170848.0,447400.0
Vanuatu,1973,93761.0,12190.0
Venezuela,1973,12636971.0,912050.0
West Bank and Gaza,1973,1227160.0,6020.0
Vietnam,1973,46604726.0,331690.0
Virgin Islands (U.S.),1973,77310.0,350.0
Zambia,1973,4644329.0,752610.0
Zimbabwe,1973,5768382.0,390760.0
Afghanistan,1974,12315553.0,652230.0
Albania,1974,2358467.0,28750.0
Algeria,1974,16247113.0,2381740.0
American Samoa,1974,29491.0,200.0
Andorra,1974,29514.0,470.0
Angola,1974,6923749.0,1246700.0
Antigua & Barbuda,1974,68655.0,440.0
Argentina,1974,25644505.0,2780400.0
Armenia,1974,2766495.0,29740.0
Aruba,1974,60525.0,180.0
Australia,1974,13725400.0,7741220.0
Austria,1974,7617432.0,83870.0
Azerbaijan,1974,5596160.0,86600.0
Bahamas,1974,185097.0,13880.0
Bahrain,1974,252139.0,690.0
Bangladesh,1974,69837960.0,144000.0
Barbados,1974,244539.0,430.0
Belarus,1974,9306472.0,207600.0
Belgium,1974,9751592.0,
Belize,1974,131306.0,22970.0
Benin,1974,3184547.0,112620.0
Bermuda,1974,54507.0,50.0
Bhutan,1974,336677.0,47000.0
Bolivia,1974,4902173.0,1098580.0
Bosnia-Herzegovina,1974,3930283.0,51210.0
Botswana,1974,792513.0,581730.0
Brazil,1974,105846274.0,8514880.0
Brunei,1974,154395.0,5770.0
Bulgaria,1974,8688112.0,110990.0
Burkina Faso,1974,6040044.0,274220.0
Burundi,1974,3623853.0,27830.0
Cambodia,1974,7561583.0,181040.0
Cameroon,1974,7529704.0,475440.0
Canada,1974,22823272.0,9984670.0
Cape Verde,1974,272509.0,4030.0
Cayman Islands,1974,11494.0,260.0
Chad,1974,4000511.0,1284000.0
Channel Islands,1974,125680.0,190.0
Chile,1974,10255074.0,756090.0
China,1974,888132761.0,9599960.0
Colombia,1974,24208022.0,1141750.0
Comoros,1974,248921.0,1860.0
"Congo, Dem. Rep.",1974,22282079.0,2344860.0
"Congo, Rep.",1974,1509880.0,342000.0
Costa Rica,1974,2045580.0,51100.0
Cote d'Ivoire,1974,6307936.0,322460.0
Croatia,1974,4484521.0,56540.0
Cuba,1974,9315371.0,109890.0
Cyprus,1974,642335.0,9250.0
Denmark,1974,5039920.0,43090.0
Djibouti,1974,205157.0,23200.0
Dominica,1974,71811.0,750.0
Ecuador,1974,6798205.0,283560.0
Egypt,1974,37815578.0,1001450.0
El Salvador,1974,4053958.0,21040.0
Equatorial Guinea,1974,249587.0,28050.0
Eritrea,1974,2013382.0,117600.0
Estonia,1974,1410492.0,45230.0
Ethiopia,1974,31855294.0,1221900.0
Faeroe Islands,1974,40116.0,1390.0
Fiji,1974,565386.0,18270.0
Finland,1974,4691818.0,338150.0
France,1974,52647616.0,549190.0
French Polynesia,1974,126483.0,4000.0
Gabon,1974,636702.0,267670.0
Gambia,1974,505512.0,11300.0
Georgia,1974,4871634.0,69700.0
Germany,1974,78713928.0,356970.0
Ghana,1974,9604280.0,238540.0
Gibraltar,1974,25266.0,10.0
Greece,1974,8952862.0,131960.0
Greenland,1974,49231.0,341700.0
Grenada,1974,93151.0,340.0
Guam,1974,91381.0,540.0
Guatemala,1974,6069077.0,108890.0
Guinea,1974,4340748.0,245860.0
Guinea-Bissau,1974,764974.0,36130.0
Guyana,1974,730227.0,214970.0
Haiti,1974,5047948.0,27750.0
Honduras,1974,3015606.0,112490.0
"Hong Kong, China",1974,4243512.0,1092.0
Hungary,1974,10495442.0,93030.0
Iceland,1974,215465.0,103000.0
India,1974,607446519.0,3287260.0
Indonesia,1974,127465232.0,1904570.0
Iran,1974,31784896.0,1745150.0
Iraq,1974,11312304.0,438320.0
Ireland,1974,3128000.0,70280.0
Isle of Man,1974,60098.0,570.0
Israel,1974,3239561.0,22070.0
Italy,1974,54961926.0,301340.0
Jamaica,1974,1989880.0,10990.0
Japan,1974,109495053.0,377800.0
Jordan,1974,1929939.0,88780.0
Kazakhstan,1974,13950987.0,2724900.0
Kenya,1974,12997447.0,580370.0
Kiribati,1974,54382.0,810.0
Kosovo,1974,1512546.0,10887.0
Kuwait,1974,988267.0,17820.0
Kyrgyzstan,1974,3234611.0,199950.0
Laos,1974,2987544.0,236800.0
Latvia,1974,2441588.0,64550.0
Lebanon,1974,2535503.0,10450.0
Lesotho,1974,1122484.0,30360.0
Liberia,1974,1582584.0,111370.0
Libya,1974,2514373.0,1759540.0
Liechtenstein,1974,22984.0,160.0
Lithuania,1974,3269546.0,65300.0
Luxembourg,1974,351190.0,
"Macao, China",1974,250550.0,28.0
"Macedonia, FYR",1974,1784395.0,25710.0
Madagascar,1974,7360271.0,587040.0
Malawi,1974,5141138.0,118480.0
Malaysia,1974,12025930.0,330800.0
Maldives,1974,132122.0,300.0
Mali,1974,6368351.0,1240190.0
Malta,1974,306291.0,320.0
Marshall Islands,1974,24536.0,
Mauritania,1974,1290755.0,1030700.0
Mauritius,1974,878355.0,2040.0
Mayotte,1974,43734.0,370.0
Mexico,1974,59090495.0,1964380.0
"Micronesia, Fed. Sts.",1974,62477.0,700.0
Moldova,1974,3795653.0,33760.0
Monaco,1974,24835.0,2.0
Mongolia,1974,1438423.0,1564120.0
Montenegro,1974,546569.0,13810.0
Morocco,1974,17466606.0,446550.0
Mozambique,1974,10141147.0,799380.0
Myanmar,1974,29916827.0,676590.0
Namibia,1974,881530.0,824290.0
Nepal,1974,13028248.0,147180.0
Netherlands,1974,13493460.0,41530.0
New Caledonia,1974,123976.0,18580.0
New Zealand,1974,3042573.0,267710.0
Nicaragua,1974,2711847.0,130370.0
Niger,1974,5026744.0,1267000.0
Nigeria,1974,61857023.0,923770.0
Northern Mariana Islands,1974,14978.0,
Norway,1974,3984291.0,323800.0
Oman,1974,841947.0,309500.0
Pakistan,1974,64873705.0,796100.0
Palau,1974,12195.0,
Panama,1974,1699114.0,75420.0
Papua New Guinea,1974,2730859.0,462840.0
Paraguay,1974,2723523.0,406750.0
Peru,1974,14832839.0,1285220.0
Philippines,1974,40149959.0,300000.0
Poland,1974,33877397.0,312690.0
Portugal,1974,9054924.0,92120.0
Puerto Rico,1974,2881783.0,8870.0
Qatar,1974,153593.0,11590.0
Romania,1974,21451256.0,238390.0
Russia,1974,133012558.0,17098240.0
Rwanda,1974,4226836.0,26340.0
Samoa,1974,150219.0,2840.0
San Marino,1974,19565.0,60.0
Sao Tome and Principe,1974,80670.0,960.0
Saudi Arabia,1974,7045477.0,2149690.0
Senegal,1974,4764623.0,196720.0
Serbia,1974,8416250.0,88360.0
Seychelles,1974,58102.0,460.0
Sierra Leone,1974,2709797.0,71740.0
Singapore,1974,2228896.0,680.0
Slovak Republic,1974,4697153.0,49030.0
Slovenia,1974,1725967.0,20270.0
Solomon Islands,1974,186338.0,28900.0
Somalia,1974,3644572.0,637660.0
South Africa,1974,25040940.0,1219090.0
Spain,1974,35509391.0,505990.0
Sri Lanka,1974,13502870.0,65610.0
Sudan,1974,11668674.0,2505810.0
Suriname,1974,365104.0,163820.0
Swaziland,1974,501596.0,17360.0
Sweden,1974,8169141.0,450300.0
Switzerland,1974,6341051.0,41280.0
Syria,1974,7311685.0,185180.0
Tajikistan,1974,3313144.0,142550.0
Tanzania,1974,15477155.0,947300.0
Thailand,1974,41259539.0,513120.0
East Timor,1974,661528.0,14870.0
Togo,1974,2356623.0,56790.0
Tonga,1974,87609.0,750.0
Trinidad and Tobago,1974,997052.0,5130.0
Tunisia,1974,5526768.0,163610.0
Turkey,1974,38272701.0,783560.0
Turkmenistan,1974,2452528.0,488100.0
Turks and Caicos Islands,1974,6346.0,950.0
Tuvalu,1974,7613.0,30.0
Uganda,1974,10533627.0,241550.0
Ukraine,1974,48455120.0,603560.0
United Arab Emirates,1974,451948.0,83600.0
United Kingdom,1974,56122405.0,243610.0
United States,1974,217001865.0,9629090.0
Uruguay,1974,2824069.0,176220.0
Uzbekistan,1974,13578783.0,447400.0
Vanuatu,1974,96793.0,12190.0
Venezuela,1974,12994025.0,912050.0
West Bank and Gaza,1974,1276368.0,6020.0
Vietnam,1974,47661770.0,331690.0
Virgin Islands (U.S.),1974,81802.0,350.0
Zambia,1974,4810810.0,752610.0
Zimbabwe,1974,5967861.0,390760.0
Afghanistan,1975,12582954.0,652230.0
Albania,1975,2411229.0,28750.0
Algeria,1975,16709098.0,2381740.0
American Samoa,1975,29932.0,200.0
Andorra,1975,30706.0,470.0
Angola,1975,7107334.0,1246700.0
Antigua & Barbuda,1975,69253.0,440.0
Argentina,1975,26066975.0,2780400.0
Armenia,1975,2825650.0,29740.0
Aruba,1975,60655.0,180.0
Australia,1975,13892674.0,7741220.0
Austria,1975,7628138.0,83870.0
Azerbaijan,1975,5693796.0,86600.0
Bahamas,1975,188882.0,13880.0
Bahrain,1975,266686.0,690.0
Bangladesh,1975,71247153.0,144000.0
Barbados,1975,246033.0,430.0
Belarus,1975,9365830.0,207600.0
Belgium,1975,9769006.0,
Belize,1975,133261.0,22970.0
Benin,1975,3262959.0,112620.0
Bermuda,1975,54994.0,50.0
Bhutan,1975,349146.0,47000.0
Bolivia,1975,5009259.0,1098580.0
Bosnia-Herzegovina,1975,3971608.0,51210.0
Botswana,1975,822029.0,581730.0
Brazil,1975,108431284.0,8514880.0
Brunei,1975,160799.0,5770.0
Bulgaria,1975,8727332.0,110990.0
Burkina Faso,1975,6154548.0,274220.0
Burundi,1975,3676991.0,27830.0
Cambodia,1975,7551988.0,181040.0
Cameroon,1975,7740196.0,475440.0
Canada,1975,23140609.0,9984670.0
Cape Verde,1975,272575.0,4030.0
Cayman Islands,1975,12238.0,260.0
Chad,1975,4088858.0,1284000.0
Channel Islands,1975,126417.0,190.0
Chile,1975,10420590.0,756090.0
China,1975,905580445.0,9599960.0
Colombia,1975,24756969.0,1141750.0
Comoros,1975,256309.0,1860.0
"Congo, Dem. Rep.",1975,22902275.0,2344860.0
"Congo, Rep.",1975,1556406.0,342000.0
Costa Rica,1975,2097410.0,51100.0
Cote d'Ivoire,1975,6606395.0,322460.0
Croatia,1975,4500868.0,56540.0
Cuba,1975,9438445.0,109890.0
Cyprus,1975,649755.0,9250.0
Denmark,1975,5061289.0,43090.0
Djibouti,1975,224182.0,23200.0
Dominica,1975,72091.0,750.0
Ecuador,1975,6987393.0,283560.0
Egypt,1975,38624410.0,1001450.0
El Salvador,1975,4147525.0,21040.0
Equatorial Guinea,1975,238240.0,28050.0
Eritrea,1975,2070145.0,117600.0
Estonia,1975,1422070.0,45230.0
Ethiopia,1975,32568539.0,1221900.0
Faeroe Islands,1975,40529.0,1390.0
Fiji,1975,576592.0,18270.0
Finland,1975,4711459.0,338150.0
France,1975,53010727.0,549190.0
French Polynesia,1975,130619.0,4000.0
Gabon,1975,649719.0,267670.0
Gambia,1975,521070.0,11300.0
Georgia,1975,4908265.0,69700.0
Germany,1975,78667327.0,356970.0
Ghana,1975,9831409.0,238540.0
Gibraltar,1975,25443.0,10.0
Greece,1975,9030080.0,131960.0
Greenland,1975,49582.0,341700.0
Grenada,1975,92453.0,340.0
Guam,1975,93354.0,540.0
Guatemala,1975,6237963.0,108890.0
Guinea,1975,4359735.0,245860.0
Guinea-Bissau,1975,778482.0,36130.0
Guyana,1975,740167.0,214970.0
Haiti,1975,5140357.0,27750.0
Honduras,1975,3107735.0,112490.0
"Hong Kong, China",1975,4355301.0,1092.0
Hungary,1975,10541344.0,93030.0
Iceland,1975,217958.0,103000.0
India,1975,621703641.0,3287260.0
Indonesia,1975,130724118.0,1904570.0
Iran,1975,32730555.0,1745150.0
Iraq,1975,11684585.0,438320.0
Ireland,1975,3180805.0,70280.0
Isle of Man,1975,60941.0,570.0
Israel,1975,3336760.0,22070.0
Italy,1975,55268549.0,301340.0
Jamaica,1975,2017830.0,10990.0
Japan,1975,110804519.0,377800.0
Jordan,1975,1985121.0,88780.0
Kazakhstan,1975,14136006.0,2724900.0
Kenya,1975,13486241.0,580370.0
Kiribati,1975,55169.0,810.0
Kosovo,1975,1526314.0,10887.0
Kuwait,1975,1051187.0,17820.0
Kyrgyzstan,1975,3299001.0,199950.0
Laos,1975,3047864.0,236800.0
Latvia,1975,2457027.0,64550.0
Lebanon,1975,2575693.0,10450.0
Lesotho,1975,1149090.0,30360.0
Liberia,1975,1628656.0,111370.0
Libya,1975,2621730.0,1759540.0
Liechtenstein,1975,23435.0,160.0
Lithuania,1975,3299819.0,65300.0
Luxembourg,1975,353984.0,
"Macao, China",1975,248213.0,28.0
"Macedonia, FYR",1975,1803009.0,25710.0
Madagascar,1975,7575757.0,587040.0
Malawi,1975,5292816.0,118480.0
Malaysia,1975,12311782.0,330800.0
Maldives,1975,136434.0,300.0
Mali,1975,6482276.0,1240190.0
Malta,1975,307597.0,320.0
Marshall Islands,1975,25580.0,
Mauritania,1975,1328687.0,1030700.0
Mauritius,1975,892208.0,2040.0
Mayotte,1975,45484.0,370.0
Mexico,1975,60872399.0,1964380.0
"Micronesia, Fed. Sts.",1975,63146.0,700.0
Moldova,1975,3838911.0,33760.0
Monaco,1975,25201.0,2.0
Mongolia,1975,1479650.0,1564120.0
Montenegro,1975,554262.0,13810.0
Morocco,1975,17854614.0,446550.0
Mozambique,1975,10405000.0,799380.0
Myanmar,1975,30640635.0,676590.0
Namibia,1975,905647.0,824290.0
Nepal,1975,13313487.0,147180.0
Netherlands,1975,13611064.0,41530.0
New Caledonia,1975,128216.0,18580.0
New Zealand,1975,3082883.0,267710.0
Nicaragua,1975,2796748.0,130370.0
Niger,1975,5171029.0,1267000.0
Nigeria,1975,63565598.0,923770.0
Northern Mariana Islands,1975,15232.0,
Norway,1975,4006221.0,323800.0
Oman,1975,882044.0,309500.0
Pakistan,1975,66791496.0,796100.0
Palau,1975,12280.0,
Panama,1975,1745207.0,75420.0
Papua New Guinea,1975,2809692.0,462840.0
Paraguay,1975,2790964.0,406750.0
Peru,1975,15229951.0,1285220.0
Philippines,1975,41295129.0,300000.0
Poland,1975,34168112.0,312690.0
Portugal,1975,9185876.0,92120.0
Puerto Rico,1975,2931932.0,8870.0
Qatar,1975,164333.0,11590.0
Romania,1975,21665780.0,238390.0
Russia,1975,133788113.0,17098240.0
Rwanda,1975,4359166.0,26340.0
Samoa,1975,151383.0,2840.0
San Marino,1975,19732.0,60.0
Sao Tome and Principe,1975,82607.0,960.0
Saudi Arabia,1975,7428705.0,2149690.0
Senegal,1975,4900491.0,196720.0
Serbia,1975,8497168.0,88360.0
Seychelles,1975,59589.0,460.0
Sierra Leone,1975,2765914.0,71740.0
Singapore,1975,2262393.0,680.0
Slovak Republic,1975,4744482.0,49030.0
Slovenia,1975,1742626.0,20270.0
Solomon Islands,1975,193447.0,28900.0
Somalia,1975,3880955.0,637660.0
South Africa,1975,25698856.0,1219090.0
Spain,1975,35909042.0,505990.0
Sri Lanka,1975,13755990.0,65610.0
Sudan,1975,12075841.0,2505810.0
Suriname,1975,362651.0,163820.0
Swaziland,1975,517100.0,17360.0
Sweden,1975,8192693.0,450300.0
Switzerland,1975,6356178.0,41280.0
Syria,1975,7564000.0,185180.0
Tajikistan,1975,3412819.0,142550.0
Tanzania,1975,15980265.0,947300.0
Thailand,1975,42334954.0,513120.0
East Timor,1975,661634.0,14870.0
Togo,1975,2410446.0,56790.0
Tonga,1975,88347.0,750.0
Trinidad and Tobago,1975,1011487.0,5130.0
Tunisia,1975,5652478.0,163610.0
Turkey,1975,39185637.0,783560.0
Turkmenistan,1975,2520002.0,488100.0
Turks and Caicos Islands,1975,6546.0,950.0
Tuvalu,1975,7685.0,30.0
Uganda,1975,10827071.0,241550.0
Ukraine,1975,48758986.0,603560.0
United Arab Emirates,1975,531265.0,83600.0
United Kingdom,1975,56179925.0,243610.0
United States,1975,218963561.0,9629090.0
Uruguay,1975,2830172.0,176220.0
Uzbekistan,1975,13980997.0,447400.0
Vanuatu,1975,99879.0,12190.0
Venezuela,1975,13360988.0,912050.0
West Bank and Gaza,1975,1321677.0,6020.0
Vietnam,1975,48729397.0,331690.0
Virgin Islands (U.S.),1975,85790.0,350.0
Zambia,1975,4983017.0,752610.0
Zimbabwe,1975,6170284.0,390760.0
Afghanistan,1976,12831361.0,652230.0
Albania,1976,2464338.0,28750.0
Algeria,1976,17190236.0,2381740.0
American Samoa,1976,30325.0,200.0
Andorra,1976,31781.0,470.0
Angola,1976,7299508.0,1246700.0
Antigua & Barbuda,1976,69782.0,440.0
Argentina,1976,26477153.0,2780400.0
Armenia,1976,2882831.0,29740.0
Aruba,1976,60589.0,180.0
Australia,1976,14054956.0,7741220.0
Austria,1976,7630536.0,83870.0
Azerbaijan,1976,5789050.0,86600.0
Bahamas,1976,192905.0,13880.0
Bahrain,1976,283843.0,690.0
Bangladesh,1976,72930206.0,144000.0
Barbados,1976,247444.0,430.0
Belarus,1976,9423421.0,207600.0
Belgium,1976,9787576.0,
Belize,1976,135145.0,22970.0
Benin,1976,3345501.0,112620.0
Bermuda,1976,55439.0,50.0
Bhutan,1976,361862.0,47000.0
Bolivia,1976,5119833.0,1098580.0
Bosnia-Herzegovina,1976,4008411.0,51210.0
Botswana,1976,853860.0,581730.0
Brazil,1976,111076063.0,8514880.0
Brunei,1976,167283.0,5770.0
Bulgaria,1976,8761231.0,110990.0
Burkina Faso,1976,6274037.0,274220.0
Burundi,1976,3744696.0,27830.0
Cambodia,1976,7431505.0,181040.0
Cameroon,1976,7959500.0,475440.0
Canada,1976,23439940.0,9984670.0
Cape Verde,1976,273625.0,4030.0
Cayman Islands,1976,13020.0,260.0
Chad,1976,4173070.0,1284000.0
Channel Islands,1976,126906.0,190.0
Chile,1976,10584237.0,756090.0
China,1976,921688199.0,9599960.0
Colombia,1976,25323412.0,1141750.0
Comoros,1976,265234.0,1860.0
"Congo, Dem. Rep.",1976,23556784.0,2344860.0
"Congo, Rep.",1976,1603446.0,342000.0
Costa Rica,1976,2151492.0,51100.0
Cote d'Ivoire,1976,6916302.0,322460.0
Croatia,1976,4518103.0,56540.0
Cuba,1976,9544268.0,109890.0
Cyprus,1976,657526.0,9250.0
Denmark,1976,5079962.0,43090.0
Djibouti,1976,248619.0,23200.0
Dominica,1976,72648.0,750.0
Ecuador,1976,7179399.0,283560.0
Egypt,1976,39478585.0,1001450.0
El Salvador,1976,4239205.0,21040.0
Equatorial Guinea,1976,228491.0,28050.0
Eritrea,1976,2128597.0,117600.0
Estonia,1976,1433207.0,45230.0
Ethiopia,1976,33144537.0,1221900.0
Faeroe Islands,1976,40974.0,1390.0
Fiji,1976,587523.0,18270.0
Finland,1976,4726803.0,338150.0
France,1976,53293030.0,549190.0
French Polynesia,1976,134743.0,4000.0
Gabon,1976,663774.0,267670.0
Gambia,1976,536409.0,11300.0
Georgia,1976,4942018.0,69700.0
Germany,1976,78604473.0,356970.0
Ghana,1976,10023471.0,238540.0
Gibraltar,1976,25666.0,10.0
Greece,1976,9132531.0,131960.0
Greenland,1976,49784.0,341700.0
Grenada,1976,91435.0,340.0
Guam,1976,95386.0,540.0
Guatemala,1976,6408029.0,108890.0
Guinea,1976,4376768.0,245860.0
Guinea-Bissau,1976,791959.0,36130.0
Guyana,1976,751008.0,214970.0
Haiti,1976,5238242.0,27750.0
Honduras,1976,3204883.0,112490.0
"Hong Kong, China",1976,4485813.0,1092.0
Hungary,1976,10593989.0,93030.0
Iceland,1976,220162.0,103000.0
India,1976,636182810.0,3287260.0
Indonesia,1976,134010695.0,1904570.0
Iran,1976,33739231.0,1745150.0
Iraq,1976,12068195.0,438320.0
Ireland,1976,3234153.0,70280.0
Isle of Man,1976,61900.0,570.0
Israel,1976,3427662.0,22070.0
Italy,1976,55539118.0,301340.0
Jamaica,1976,2043097.0,10990.0
Japan,1976,111992858.0,377800.0
Jordan,1976,2039114.0,88780.0
Kazakhstan,1976,14304946.0,2724900.0
Kenya,1976,13995974.0,580370.0
Kiribati,1976,55980.0,810.0
Kosovo,1976,1539690.0,10887.0
Kuwait,1976,1115463.0,17820.0
Kyrgyzstan,1976,3362961.0,199950.0
Laos,1976,3094940.0,236800.0
Latvia,1976,2470263.0,64550.0
Lebanon,1976,2598362.0,10450.0
Lesotho,1976,1177975.0,30360.0
Liberia,1976,1676016.0,111370.0
Libya,1976,2730373.0,1759540.0
Liechtenstein,1976,23926.0,160.0
Lithuania,1976,3328245.0,65300.0
Luxembourg,1976,356563.0,
"Macao, China",1976,245915.0,28.0
"Macedonia, FYR",1976,1825554.0,25710.0
Madagascar,1976,7799642.0,587040.0
Malawi,1976,5454839.0,118480.0
Malaysia,1976,12599655.0,330800.0
Maldives,1976,140582.0,300.0
Mali,1976,6596817.0,1240190.0
Malta,1976,309328.0,320.0
Marshall Islands,1976,26549.0,
Mauritania,1976,1367640.0,1030700.0
Mauritius,1976,906926.0,2040.0
Mayotte,1976,47189.0,370.0
Mexico,1976,62620087.0,1964380.0
"Micronesia, Fed. Sts.",1976,64386.0,700.0
Moldova,1976,3876947.0,33760.0
Monaco,1976,25521.0,2.0
Mongolia,1976,1520865.0,1564120.0
Montenegro,1976,560424.0,13810.0
Morocco,1976,18262366.0,446550.0
Mozambique,1976,10693688.0,799380.0
Myanmar,1976,31379308.0,676590.0
Namibia,1976,928228.0,824290.0
Nepal,1976,13608670.0,147180.0
Netherlands,1976,13722272.0,41530.0
New Caledonia,1976,131758.0,18580.0
New Zealand,1976,3108745.0,267710.0
Nicaragua,1976,2884156.0,130370.0
Niger,1976,5320869.0,1267000.0
Nigeria,1976,65426976.0,923770.0
Northern Mariana Islands,1976,15316.0,
Norway,1976,4025297.0,323800.0
Oman,1976,927439.0,309500.0
Pakistan,1976,68818471.0,796100.0
Palau,1976,12284.0,
Panama,1976,1791459.0,75420.0
Papua New Guinea,1976,2888509.0,462840.0
Paraguay,1976,2861582.0,406750.0
Peru,1976,15639898.0,1285220.0
Philippines,1976,42461189.0,300000.0
Poland,1976,34468877.0,312690.0
Portugal,1976,9314301.0,92120.0
Puerto Rico,1976,2983630.0,8870.0
Qatar,1976,173759.0,11590.0
Romania,1976,21877548.0,238390.0
Russia,1976,134583945.0,17098240.0
Rwanda,1976,4499720.0,26340.0
Samoa,1976,152390.0,2840.0
San Marino,1976,19981.0,60.0
