Country,year,Population,area
Gibraltar,1983,26650.0,10.0
Greece,1983,9822999.0,131960.0
Greenland,1983,51834.0,341700.0
Grenada,1983,95981.0,340.0
Guam,1983,111405.0,540.0
Guatemala,1983,7710142.0,108890.0
Guinea,1983,4804740.0,245860.0
Guinea-Bissau,1983,904391.0,36130.0
Guyana,1983,780367.0,214970.0
Haiti,1983,6096690.0,27750.0
Honduras,1983,3988371.0,112490.0
"Hong Kong, China",1983,5291210.0,1092.0
Hungary,1983,10673963.0,93030.0
Iceland,1983,235860.0,103000.0
India,1983,747374856.0,3287260.0
Indonesia,1983,158044343.0,1904570.0
Iran,1983,43610506.0,1745150.0
Iraq,1983,14824876.0,438320.0
Ireland,1983,3527472.0,70280.0
Isle of Man,1983,64404.0,570.0
Israel,1983,3950241.0,22070.0
Italy,1983,56744400.0,301340.0
Jamaica,1983,2249890.0,10990.0
Japan,1983,118552097.0,377800.0
Jordan,1983,2568582.0,88780.0
Kazakhstan,1983,15419452.0,2724900.0
Kenya,1983,18241331.0,580370.0
Kiribati,1983,61760.0,810.0
Kosovo,1983,1621554.0,10887.0
Kuwait,1983,1586205.0,17820.0
Kyrgyzstan,1983,3853514.0,199950.0
Laos,1983,3483492.0,236800.0
Latvia,1983,2548941.0,64550.0
Lebanon,1983,2651295.0,10450.0
Lesotho,1983,1406818.0,30360.0
Liberia,1983,2107523.0,111370.0
Libya,1983,3583183.0,1759540.0
Liechtenstein,1983,26768.0,160.0
Lithuania,1983,3507839.0,65300.0
Luxembourg,1983,365301.0,
"Macao, China",1983,271674.0,28.0
"Macedonia, FYR",1983,1965488.0,25710.0
Madagascar,1983,9462343.0,587040.0
Malawi,1983,6659453.0,118480.0
Malaysia,1983,14926976.0,330800.0
Maldives,1983,176258.0,300.0
Mali,1983,7542377.0,1240190.0
Malta,1983,330761.0,320.0
Marshall Islands,1983,34895.0,
Mauritania,1983,1671080.0,1030700.0
Mauritius,1983,998625.0,2040.0
Mayotte,1983,64497.0,370.0
Mexico,1983,74133377.0,1964380.0
"Micronesia, Fed. Sts.",1983,80678.0,700.0
Moldova,1983,4132440.0,33760.0
Monaco,1983,28098.0,2.0
Mongolia,1983,1823215.0,1564120.0
Montenegro,1983,602964.0,13810.0
Morocco,1983,21583746.0,446550.0
Mozambique,1983,12766859.0,799380.0
Myanmar,1983,36917980.0,676590.0
Namibia,1983,1081740.0,824290.0
Nepal,1983,15963746.0,147180.0
Netherlands,1983,14325363.0,41530.0
New Caledonia,1983,148988.0,18580.0
New Zealand,1983,3215826.0,267710.0
Nicaragua,1983,3527935.0,130370.0
Niger,1983,6472971.0,1267000.0
Nigeria,1983,79729311.0,923770.0
Northern Mariana Islands,1983,24308.0,
Norway,1983,4120386.0,323800.0
Oman,1983,1360921.0,309500.0
Pakistan,1983,86264621.0,796100.0
Palau,1983,13015.0,
Panama,1983,2121921.0,75420.0
Papua New Guinea,1983,3489402.0,462840.0
Paraguay,1983,3465796.0,406750.0
Peru,1983,18660443.0,1285220.0
Philippines,1983,51455037.0,300000.0
Poland,1983,36879742.0,312690.0
Portugal,1983,9904444.0,92120.0
Puerto Rico,1983,3304717.0,8870.0
Qatar,1983,309276.0,11590.0
Romania,1983,22928996.0,238390.0
Russia,1983,140951400.0,17098240.0
Rwanda,1983,5669251.0,26340.0
Samoa,1983,158383.0,2840.0
San Marino,1983,22203.0,60.0
Sao Tome and Principe,1983,100285.0,960.0
Saudi Arabia,1983,11962244.0,2149690.0
Senegal,1983,6062682.0,196720.0
Serbia,1983,9127679.0,88360.0
Seychelles,1983,68906.0,460.0
Sierra Leone,1983,3296530.0,71740.0
Singapore,1983,2583241.0,680.0
Slovak Republic,1983,5098607.0,49030.0
Slovenia,1983,1903548.0,20270.0
Solomon Islands,1983,254602.0,28900.0
Somalia,1983,6199671.0,637660.0
South Africa,1983,31409913.0,1219090.0
Spain,1983,38415495.0,505990.0
Sri Lanka,1983,15727670.0,65610.0
Sudan,1983,16015120.0,2505810.0
Suriname,1983,365242.0,163820.0
Swaziland,1983,658496.0,17360.0
Sweden,1983,8326196.0,450300.0
Switzerland,1983,6376791.0,41280.0
Syria,1983,9960833.0,185180.0
Tajikistan,1983,4269775.0,142550.0
Tanzania,1983,20528465.0,947300.0
Thailand,1983,50183106.0,513120.0
East Timor,1983,614379.0,14870.0
Togo,1983,3026378.0,56790.0
Tonga,1983,93775.0,750.0
Trinidad and Tobago,1983,1138673.0,5130.0
Tunisia,1983,6930390.0,163610.0
Turkey,1983,47072603.0,783560.0
Turkmenistan,1983,3075867.0,488100.0
Turks and Caicos Islands,1983,8671.0,950.0
Tuvalu,1983,8413.0,30.0
Uganda,1983,13727427.0,241550.0
Ukraine,1983,50579135.0,603560.0
United Arab Emirates,1983,1218223.0,83600.0
United Kingdom,1983,56283959.0,243610.0
United States,1983,236161961.0,9629090.0
Uruguay,1983,2973461.0,176220.0
Uzbekistan,1983,17257774.0,447400.0
Vanuatu,1983,124248.0,12190.0
Venezuela,1983,16617343.0,912050.0
West Bank and Gaza,1983,1650014.0,6020.0
Vietnam,1983,58277391.0,331690.0
Virgin Islands (U.S.),1983,103177.0,350.0
Zambia,1983,6571673.0,752610.0
Zimbabwe,1983,8197564.0,390760.0
Afghanistan,1984,11912510.0,652230.0
Albania,1984,2901590.0,28750.0
Algeria,1984,21893857.0,2381740.0
American Samoa,1984,37687.0,200.0
Andorra,1984,42704.0,470.0
Angola,1984,9444918.0,1246700.0
Antigua & Barbuda,1984,66863.0,440.0
Argentina,1984,29920907.0,2780400.0
Armenia,1984,3287588.0,29740.0
Aruba,1984,62831.0,180.0
Australia,1984,15548591.0,7741220.0
Austria,1984,7593397.0,83870.0
Azerbaijan,1984,6568857.0,86600.0
Bahamas,1984,230016.0,13880.0
Bahrain,1984,407223.0,690.0
Bangladesh,1984,90559540.0,144000.0
Barbados,1984,255195.0,430.0
Belarus,1984,9925227.0,207600.0
Belgium,1984,9885088.0,
Belize,1984,160342.0,22970.0
Benin,1984,4163968.0,112620.0
Bermuda,1984,58528.0,50.0
Bhutan,1984,456135.0,47000.0
Bolivia,1984,6085499.0,1098580.0
Bosnia-Herzegovina,1984,4318301.0,51210.0
Botswana,1984,1144716.0,581730.0
Brazil,1984,133950551.0,8514880.0
Brunei,1984,216893.0,5770.0
Bulgaria,1984,8954518.0,110990.0
Burkina Faso,1984,7531244.0,274220.0
Burundi,1984,4624617.0,27830.0
Cambodia,1984,7475011.0,181040.0
Cameroon,1984,10070779.0,475440.0
Canada,1984,25546736.0,9984670.0
Cape Verde,1984,308251.0,4030.0
Cayman Islands,1984,18543.0,260.0
Chad,1984,4955088.0,1284000.0
Channel Islands,1984,132451.0,190.0
Chile,1984,11921407.0,756090.0
China,1984,1035328572.0,9599960.0
Colombia,1984,30350082.0,1141750.0
Comoros,1984,347548.0,1860.0
"Congo, Dem. Rep.",1984,29190679.0,2344860.0
"Congo, Rep.",1984,2025320.0,342000.0
Costa Rica,1984,2659772.0,51100.0
Cote d'Ivoire,1984,9769105.0,322460.0
Croatia,1984,4693432.0,56540.0
Cuba,1984,10017061.0,109890.0
Cyprus,1984,697717.0,9250.0
Denmark,1984,5115308.0,43090.0
Djibouti,1984,404589.0,23200.0
Dominica,1984,74215.0,750.0
Ecuador,1984,8823746.0,283560.0
Egypt,1984,48061546.0,1001450.0
El Salvador,1984,4855280.0,21040.0
Equatorial Guinea,1984,295090.0,28050.0
Eritrea,1984,2675717.0,117600.0
Estonia,1984,1511272.0,45230.0
Ethiopia,1984,39493503.0,1221900.0
Faeroe Islands,1984,45239.0,1390.0
Fiji,1984,700366.0,18270.0
Finland,1984,4879222.0,338150.0
France,1984,55084677.0,549190.0
French Polynesia,1984,170397.0,4000.0
Gabon,1984,808088.0,267670.0
Gambia,1984,701097.0,11300.0
Georgia,1984,5239352.0,69700.0
Germany,1984,77566776.0,356970.0
Ghana,1984,12311166.0,238540.0
Gibraltar,1984,26621.0,10.0
Greece,1984,9866725.0,131960.0
Greenland,1984,52532.0,341700.0
Grenada,1984,98440.0,340.0
Guam,1984,113961.0,540.0
Guatemala,1984,7913814.0,108890.0
Guinea,1984,4937230.0,245860.0
Guinea-Bissau,1984,924378.0,36130.0
Guyana,1984,773302.0,214970.0
Haiti,1984,6240330.0,27750.0
Honduras,1984,4111369.0,112490.0
"Hong Kong, China",1984,5350467.0,1092.0
Hungary,1984,10622559.0,93030.0
Iceland,1984,238647.0,103000.0
India,1984,764664278.0,3287260.0
Indonesia,1984,161555584.0,1904570.0
Iran,1984,45429019.0,1745150.0
Iraq,1984,15204746.0,438320.0
Ireland,1984,3547157.0,70280.0
Isle of Man,1984,64207.0,570.0
Israel,1984,4016229.0,22070.0
Italy,1984,56839859.0,301340.0
Jamaica,1984,2284118.0,10990.0
Japan,1984,119318921.0,377800.0
Jordan,1984,2676515.0,88780.0
Kazakhstan,1984,15596920.0,2724900.0
Kenya,1984,18942599.0,580370.0
Kiribati,1984,62768.0,810.0
Kosovo,1984,1628554.0,10887.0
Kuwait,1984,1657920.0,17820.0
Kyrgyzstan,1984,3933002.0,199950.0
Laos,1984,3579370.0,236800.0
Latvia,1984,2564006.0,64550.0
Lebanon,1984,2667229.0,10450.0
Lesotho,1984,1438248.0,30360.0
Liberia,1984,2163835.0,111370.0
Libya,1984,3714264.0,1759540.0
Liechtenstein,1984,27009.0,160.0
Lithuania,1984,3534804.0,65300.0
Luxembourg,1984,365795.0,
"Macao, China",1984,283672.0,28.0
"Macedonia, FYR",1984,1974069.0,25710.0
Madagascar,1984,9714342.0,587040.0
Malawi,1984,6892527.0,118480.0
Malaysia,1984,15333369.0,330800.0
Maldives,1984,182864.0,300.0
Mali,1984,7692537.0,1240190.0
Malta,1984,334592.0,320.0
Marshall Islands,1984,36567.0,
Mauritania,1984,1718641.0,1030700.0
Mauritius,1984,1007503.0,2040.0
Mayotte,1984,68201.0,370.0
Mexico,1984,75721210.0,1964380.0
"Micronesia, Fed. Sts.",1984,83242.0,700.0
Moldova,1984,4174621.0,33760.0
Monaco,1984,28514.0,2.0
Mongolia,1984,1871087.0,1564120.0
Montenegro,1984,609433.0,13810.0
Morocco,1984,22094516.0,446550.0
Mozambique,1984,12968335.0,799380.0
Myanmar,1984,37724581.0,676590.0
Namibia,1984,1112044.0,824290.0
Nepal,1984,16337117.0,147180.0
Netherlands,1984,14396606.0,41530.0
New Caledonia,1984,151427.0,18580.0
New Zealand,1984,3243078.0,267710.0
Nicaragua,1984,3619252.0,130370.0
Niger,1984,6652110.0,1267000.0
Nigeria,1984,81775215.0,923770.0
Northern Mariana Islands,1984,27363.0,
Norway,1984,4133833.0,323800.0
Oman,1984,1430926.0,309500.0
Pakistan,1984,89183159.0,796100.0
Palau,1984,13371.0,
Panama,1984,2170390.0,75420.0
Papua New Guinea,1984,3583707.0,462840.0
Paraguay,1984,3567750.0,406750.0
Peru,1984,19099575.0,1285220.0
Philippines,1984,52873979.0,300000.0
Poland,1984,37208529.0,312690.0
Portugal,1984,9921895.0,92120.0
Puerto Rico,1984,3337890.0,8870.0
Qatar,1984,341286.0,11590.0
Romania,1984,23013190.0,238390.0
Russia,1984,141955200.0,17098240.0
Rwanda,1984,5877556.0,26340.0
Samoa,1984,159281.0,2840.0
San Marino,1984,22455.0,60.0
Sao Tome and Principe,1984,101871.0,960.0
Saudi Arabia,1984,12674089.0,2149690.0
Senegal,1984,6246140.0,196720.0
Serbia,1984,9192917.0,88360.0
Seychelles,1984,69463.0,460.0
Sierra Leone,1984,3376371.0,71740.0
Singapore,1984,2646981.0,680.0
Slovak Republic,1984,5129108.0,49030.0
Slovenia,1984,1925315.0,20270.0
Solomon Islands,1984,262719.0,28900.0
Somalia,1984,6113252.0,637660.0
South Africa,1984,32204952.0,1219090.0
Spain,1984,38588238.0,505990.0
Sri Lanka,1984,15952350.0,65610.0
Sudan,1984,16559205.0,2505810.0
Suriname,1984,367611.0,163820.0
Swaziland,1984,680253.0,17360.0
Sweden,1984,8333904.0,450300.0
Switzerland,1984,6416275.0,41280.0
Syria,1984,10313485.0,185180.0
Tajikistan,1984,4400743.0,142550.0
Tanzania,1984,21178079.0,947300.0
Thailand,1984,51105438.0,513120.0
East Timor,1984,636670.0,14870.0
Togo,1984,3140355.0,56790.0
Tonga,1984,93838.0,750.0
Trinidad and Tobago,1984,1155701.0,5130.0
Tunisia,1984,7127943.0,163610.0
Turkey,1984,48138191.0,783560.0
Turkmenistan,1984,3151262.0,488100.0
Turks and Caicos Islands,1984,9097.0,950.0
Tuvalu,1984,8537.0,30.0
Uganda,1984,14163214.0,241550.0
Ukraine,1984,50758512.0,603560.0
United Arab Emirates,1984,1280278.0,83600.0
United Kingdom,1984,56337848.0,243610.0
United States,1984,238404223.0,9629090.0
Uruguay,1984,2992648.0,176220.0
Uzbekistan,1984,17712992.0,447400.0
Vanuatu,1984,127094.0,12190.0
Venezuela,1984,17057786.0,912050.0
West Bank and Gaza,1984,1702974.0,6020.0
Vietnam,1984,59653092.0,331690.0
Virgin Islands (U.S.),1984,104146.0,350.0
Zambia,1984,6793708.0,752610.0
Zimbabwe,1984,8528328.0,390760.0
Afghanistan,1985,11630498.0,652230.0
Albania,1985,2966799.0,28750.0
Algeria,1985,22565908.0,2381740.0
American Samoa,1985,39247.0,200.0
Andorra,1985,44597.0,470.0
Angola,1985,9745209.0,1246700.0
Antigua & Barbuda,1985,65744.0,440.0
Argentina,1985,30388781.0,2780400.0
Armenia,1985,3339147.0,29740.0
Aruba,1985,63028.0,180.0
Australia,1985,15791043.0,7741220.0
Austria,1985,7600514.0,83870.0
Azerbaijan,1985,6674107.0,86600.0
Bahamas,1985,234684.0,13880.0
Bahrain,1985,419425.0,690.0
Bangladesh,1985,93015182.0,144000.0
Barbados,1985,255929.0,430.0
Belarus,1985,9990966.0,207600.0
Belgium,1985,9893499.0,
Belize,1985,164916.0,22970.0
Benin,1985,4287263.0,112620.0
Bermuda,1985,58923.0,50.0
Bhutan,1985,469010.0,47000.0
Bolivia,1985,6211549.0,1098580.0
Bosnia-Herzegovina,1985,4369527.0,51210.0
Botswana,1985,1182942.0,581730.0
Brazil,1985,136836428.0,8514880.0
Brunei,1985,223049.0,5770.0
Bulgaria,1985,8960387.0,110990.0
Burkina Faso,1985,7727912.0,274220.0
Burundi,1985,4774258.0,27830.0
Cambodia,1985,7743065.0,181040.0
Cameroon,1985,10381098.0,475440.0
Canada,1985,25848173.0,9984670.0
Cape Verde,1985,313976.0,4030.0
Cayman Islands,1985,19315.0,260.0
Chad,1985,5092650.0,1284000.0
Channel Islands,1985,133804.0,190.0
Chile,1985,12108576.0,756090.0
China,1985,1052622410.0,9599960.0
Colombia,1985,31011686.0,1141750.0
Comoros,1985,357729.0,1860.0
"Congo, Dem. Rep.",1985,29985665.0,2344860.0
"Congo, Rep.",1985,2083648.0,342000.0
Costa Rica,1985,2730231.0,51100.0
Cote d'Ivoire,1985,10158033.0,322460.0
Croatia,1985,4716117.0,56540.0
Cuba,1985,10082990.0,109890.0
Cyprus,1985,703693.0,9250.0
Denmark,1985,5113408.0,43090.0
Djibouti,1985,423470.0,23200.0
Dominica,1985,73640.0,750.0
Ecuador,1985,9045977.0,283560.0
Egypt,1985,49373806.0,1001450.0
El Salvador,1985,4920932.0,21040.0
Equatorial Guinea,1985,314407.0,28050.0
Eritrea,1985,2756493.0,117600.0
Estonia,1985,1522477.0,45230.0
Ethiopia,1985,40775997.0,1221900.0
Faeroe Islands,1985,45840.0,1390.0
Fiji,1985,711663.0,18270.0
Finland,1985,4902219.0,338150.0
France,1985,55379923.0,549190.0
French Polynesia,1985,175208.0,4000.0
Gabon,1985,830091.0,267670.0
Gambia,1985,732092.0,11300.0
Georgia,1985,5287328.0,69700.0
Germany,1985,77570009.0,356970.0
Ghana,1985,12716238.0,238540.0
Gibraltar,1985,26611.0,10.0
Greece,1985,9907831.0,131960.0
Greenland,1985,53189.0,341700.0
Grenada,1985,99907.0,340.0
Guam,1985,116576.0,540.0
Guatemala,1985,8117499.0,108890.0
Guinea,1985,5078689.0,245860.0
Guinea-Bissau,1985,944941.0,36130.0
Guyana,1985,765043.0,214970.0
Haiti,1985,6384196.0,27750.0
Honduras,1985,4237436.0,112490.0
"Hong Kong, China",1985,5414790.0,1092.0
Hungary,1985,10572975.0,93030.0
Iceland,1985,241411.0,103000.0
India,1985,782085127.0,3287260.0
Indonesia,1985,165012195.0,1904570.0
Iran,1985,47290793.0,1745150.0
Iraq,1985,15576396.0,438320.0
Ireland,1985,3560225.0,70280.0
Isle of Man,1985,64446.0,570.0
Israel,1985,4082781.0,22070.0
Italy,1985,56910888.0,301340.0
Jamaica,1985,2312337.0,10990.0
Japan,1985,119988663.0,377800.0
Jordan,1985,2782885.0,88780.0
Kazakhstan,1985,15780002.0,2724900.0
Kenya,1985,19660713.0,580370.0
Kiribati,1985,64006.0,810.0
Kosovo,1985,1635328.0,10887.0
Kuwait,1985,1735320.0,17820.0
Kyrgyzstan,1985,4013498.0,199950.0
Laos,1985,3680145.0,236800.0
Latvia,1985,2582079.0,64550.0
Lebanon,1985,2676593.0,10450.0
Lesotho,1985,1467856.0,30360.0
Liberia,1985,2197442.0,111370.0
Libya,1985,3840635.0,1759540.0
Liechtenstein,1985,27259.0,160.0
Lithuania,1985,3563741.0,65300.0
Luxembourg,1985,366884.0,
"Macao, China",1985,296222.0,28.0
"Macedonia, FYR",1985,1981532.0,25710.0
Madagascar,1985,9981113.0,587040.0
Malawi,1985,7205635.0,118480.0
Malaysia,1985,15764340.0,330800.0
Maldives,1985,189551.0,300.0
Mali,1985,7831891.0,1240190.0
Malta,1985,338348.0,320.0
Marshall Islands,1985,38334.0,
Mauritania,1985,1766855.0,1030700.0
Mauritius,1985,1015763.0,2040.0
Mayotte,1985,72104.0,370.0
Mexico,1985,77322643.0,1964380.0
"Micronesia, Fed. Sts.",1985,85689.0,700.0
Moldova,1985,4214911.0,33760.0
Monaco,1985,28836.0,2.0
Mongolia,1985,1921885.0,1564120.0
Montenegro,1985,614011.0,13810.0
Morocco,1985,22596133.0,446550.0
Mozambique,1985,13102982.0,799380.0
Myanmar,1985,38508821.0,676590.0
Namibia,1985,1149389.0,824290.0
Nepal,1985,16714335.0,147180.0
Netherlands,1985,14471591.0,41530.0
New Caledonia,1985,153929.0,18580.0
New Zealand,1985,3268192.0,267710.0
Nicaragua,1985,3709091.0,130370.0
Niger,1985,6838170.0,1267000.0
Nigeria,1985,83901570.0,923770.0
Northern Mariana Islands,1985,30341.0,
Norway,1985,4148355.0,323800.0
Oman,1985,1498416.0,309500.0
Pakistan,1985,92165065.0,796100.0
Palau,1985,13698.0,
Panama,1985,2219276.0,75420.0
Papua New Guinea,1985,3677854.0,462840.0
Paraguay,1985,3671826.0,406750.0
Peru,1985,19544950.0,1285220.0
Philippines,1985,54323651.0,300000.0
Poland,1985,37486105.0,312690.0
Portugal,1985,9929014.0,92120.0
Puerto Rico,1985,3369714.0,8870.0
Qatar,1985,371071.0,11590.0
Romania,1985,23103637.0,238390.0
Russia,1985,142975753.0,17098240.0
Rwanda,1985,6117966.0,26340.0
Samoa,1985,160030.0,2840.0
San Marino,1985,22708.0,60.0
Sao Tome and Principe,1985,103557.0,960.0
Saudi Arabia,1985,13361284.0,2149690.0
Senegal,1985,6438024.0,196720.0
Serbia,1985,9253401.0,88360.0
Seychelles,1985,69841.0,460.0
Sierra Leone,1985,3466044.0,71740.0
Singapore,1985,2708634.0,680.0
Slovak Republic,1985,5157959.0,49030.0
Slovenia,1985,1945136.0,20270.0
Solomon Islands,1985,270809.0,28900.0
Somalia,1985,6068425.0,637660.0
South Africa,1985,32983013.0,1219090.0
Spain,1985,38734330.0,505990.0
Sri Lanka,1985,16180776.0,65610.0
Sudan,1985,17097619.0,2505810.0
Suriname,1985,371469.0,163820.0
Swaziland,1985,705492.0,17360.0
Sweden,1985,8350814.0,450300.0
Switzerland,1985,6455680.0,41280.0
Syria,1985,10667245.0,185180.0
Tajikistan,1985,4540688.0,142550.0
Tanzania,1985,21842087.0,947300.0
Thailand,1985,52041468.0,513120.0
East Timor,1985,657018.0,14870.0
Togo,1985,3252995.0,56790.0
Tonga,1985,93953.0,750.0
Trinidad and Tobago,1985,1170935.0,5130.0
Tunisia,1985,7321877.0,163610.0
Turkey,1985,49178079.0,783560.0
Turkmenistan,1985,3229499.0,488100.0
Turks and Caicos Islands,1985,9502.0,950.0
Tuvalu,1985,8648.0,30.0
Uganda,1985,14631089.0,241550.0
Ukraine,1985,50920778.0,603560.0
United Arab Emirates,1985,1350433.0,83600.0
United Kingdom,1985,56415196.0,243610.0
United States,1985,240691557.0,9629090.0
Uruguay,1985,3011907.0,176220.0
Uzbekistan,1985,18174143.0,447400.0
Vanuatu,1985,130028.0,12190.0
Venezuela,1985,17508059.0,912050.0
West Bank and Gaza,1985,1758788.0,6020.0
Vietnam,1985,61049370.0,331690.0
Virgin Islands (U.S.),1985,104668.0,350.0
Zambia,1985,7017292.0,752610.0
Zimbabwe,1985,8862601.0,390760.0
Afghanistan,1986,11438949.0,652230.0
Albania,1986,3041003.0,28750.0
Algeria,1986,23241276.0,2381740.0
American Samoa,1986,40835.0,200.0
Andorra,1986,46515.0,470.0
Angola,1986,10023700.0,1246700.0
Antigua & Barbuda,1986,64605.0,440.0
Argentina,1986,30857242.0,2780400.0
Armenia,1986,3396511.0,29740.0
Aruba,1986,62644.0,180.0
Australia,1986,16047026.0,7741220.0
Austria,1986,7610435.0,83870.0
Azerbaijan,1986,6779970.0,86600.0
Bahamas,1986,239132.0,13880.0
Bahrain,1986,433487.0,690.0
Bangladesh,1986,95550798.0,144000.0
Barbados,1986,256738.0,430.0
Belarus,1986,10053975.0,207600.0
Belgium,1986,9903895.0,
Belize,1986,169570.0,22970.0
Benin,1986,4414450.0,112620.0
Bermuda,1986,59324.0,50.0
Bhutan,1986,484151.0,47000.0
Bolivia,1986,6337893.0,1098580.0
Bosnia-Herzegovina,1986,4428460.0,51210.0
Botswana,1986,1221668.0,581730.0
Brazil,1986,139664639.0,8514880.0
Brunei,1986,229418.0,5770.0
Bulgaria,1986,8956741.0,110990.0
Burkina Faso,1986,7930690.0,274220.0
Burundi,1986,4936429.0,27830.0
Cambodia,1986,7990133.0,181040.0
Cameroon,1986,10701458.0,475440.0
Canada,1986,26181342.0,9984670.0
Cape Verde,1986,319161.0,4030.0
Cayman Islands,1986,20254.0,260.0
Chad,1986,5244158.0,1284000.0
Channel Islands,1986,135227.0,190.0
Chile,1986,12304203.0,756090.0
China,1986,1071834975.0,9599960.0
Colombia,1986,31669780.0,1141750.0
Comoros,1986,368443.0,1860.0
"Congo, Dem. Rep.",1986,30829103.0,2344860.0
"Congo, Rep.",1986,2142529.0,342000.0
Costa Rica,1986,2800986.0,51100.0
Cote d'Ivoire,1986,10548148.0,322460.0
Croatia,1986,4737949.0,56540.0
Cuba,1986,10167998.0,109890.0
Cyprus,1986,712340.0,9250.0
Denmark,1986,5113767.0,43090.0
Djibouti,1986,451068.0,23200.0
Dominica,1986,73025.0,750.0
Ecuador,1986,9272905.0,283560.0
Egypt,1986,50748187.0,1001450.0
El Salvador,1986,4986528.0,21040.0
Equatorial Guinea,1986,330247.0,28050.0
Eritrea,1986,2843141.0,117600.0
Estonia,1986,1536112.0,45230.0
Ethiopia,1986,42097111.0,1221900.0
Faeroe Islands,1986,46501.0,1390.0
Fiji,1986,718548.0,18270.0
Finland,1986,4921293.0,338150.0
France,1986,55686610.0,549190.0
French Polynesia,1986,180069.0,4000.0
Gabon,1986,853039.0,267670.0
Gambia,1986,766598.0,11300.0
Georgia,1986,5340061.0,69700.0
Germany,1986,77671877.0,356970.0
Ghana,1986,13103975.0,238540.0
Gibraltar,1986,26623.0,10.0
Greece,1986,9945576.0,131960.0
Greenland,1986,53799.0,341700.0
Grenada,1986,100146.0,340.0
Guam,1986,119232.0,540.0
Guatemala,1986,8320498.0,108890.0
Guinea,1986,5223553.0,245860.0
Guinea-Bissau,1986,966039.0,36130.0
Guyana,1986,755598.0,214970.0
Haiti,1986,6527545.0,27750.0
Honduras,1986,4366401.0,112490.0
"Hong Kong, China",1986,5486965.0,1092.0
Hungary,1986,10526561.0,93030.0
Iceland,1986,244145.0,103000.0
India,1986,799607235.0,3287260.0
Indonesia,1986,168402027.0,1904570.0
Iran,1986,49205577.0,1745150.0
Iraq,1986,15937864.0,438320.0
Ireland,1986,3566327.0,70280.0
Isle of Man,1986,65225.0,570.0
Israel,1986,4148764.0,22070.0
Italy,1986,56956635.0,301340.0
Jamaica,1986,2333427.0,10990.0
Japan,1986,120551455.0,377800.0
Jordan,1986,2884065.0,88780.0
Kazakhstan,1986,15972360.0,2724900.0
Kenya,1986,20393724.0,580370.0
Kiribati,1986,65519.0,810.0
Kosovo,1986,1643313.0,10887.0
Kuwait,1986,1823201.0,17820.0
Kyrgyzstan,1986,4095873.0,199950.0
Laos,1986,3785230.0,236800.0
Latvia,1986,2604484.0,64550.0
Lebanon,1986,2677290.0,10450.0
Lesotho,1986,1495101.0,30360.0
Liberia,1986,2206867.0,111370.0
Libya,1986,3961363.0,1759540.0
Liechtenstein,1986,27523.0,160.0
Lithuania,1986,3595362.0,65300.0
Luxembourg,1986,368662.0,
"Macao, China",1986,309226.0,28.0
"Macedonia, FYR",1986,1988401.0,25710.0
Madagascar,1986,10264368.0,587040.0
Malawi,1986,7617137.0,118480.0
Malaysia,1986,16221767.0,330800.0
Maldives,1986,196283.0,300.0
Mali,1986,7957390.0,1240190.0
Malta,1986,341978.0,320.0
Marshall Islands,1986,40203.0,
Mauritania,1986,1815692.0,1030700.0
Mauritius,1986,1023278.0,2040.0
Mayotte,1986,76182.0,370.0
Mexico,1986,78939441.0,1964380.0
"Micronesia, Fed. Sts.",1986,87948.0,700.0
Moldova,1986,4253162.0,33760.0
Monaco,1986,29048.0,2.0
Mongolia,1986,1976311.0,1564120.0
Montenegro,1986,616357.0,13810.0
Morocco,1986,23084731.0,446550.0
Mozambique,1986,13155271.0,799380.0
Myanmar,1986,39269143.0,676590.0
Namibia,1986,1194769.0,824290.0
Nepal,1986,17091959.0,147180.0
Netherlands,1986,14551065.0,41530.0
New Caledonia,1986,156502.0,18580.0
New Zealand,1986,3290132.0,267710.0
Nicaragua,1986,3796914.0,130370.0
Niger,1986,7031675.0,1267000.0
Nigeria,1986,86118043.0,923770.0
Northern Mariana Islands,1986,33173.0,
Norway,1986,4164166.0,323800.0
Oman,1986,1561493.0,309500.0
Pakistan,1986,95207133.0,796100.0
Palau,1986,13982.0,
Panama,1986,2268619.0,75420.0
Papua New Guinea,1986,3771578.0,462840.0
Paraguay,1986,3777764.0,406750.0
Peru,1986,19996250.0,1285220.0
Philippines,1986,55803915.0,300000.0
Poland,1986,37703942.0,312690.0
Portugal,1986,9925410.0,92120.0
Puerto Rico,1986,3400048.0,8870.0
Qatar,1986,398326.0,11590.0
Romania,1986,23205267.0,238390.0
Russia,1986,144016095.0,17098240.0
Rwanda,1986,6410594.0,26340.0
Samoa,1986,160591.0,2840.0
San Marino,1986,22959.0,60.0
Sao Tome and Principe,1986,105364.0,960.0
Saudi Arabia,1986,14016569.0,2149690.0
Senegal,1986,6638186.0,196720.0
Serbia,1986,9306283.0,88360.0
Seychelles,1986,70011.0,460.0
Sierra Leone,1986,3569102.0,71740.0
Singapore,1986,2766755.0,680.0
Slovak Republic,1986,5185157.0,49030.0
Slovenia,1986,1962890.0,20270.0
Solomon Islands,1986,278846.0,28900.0
Somalia,1986,6082723.0,637660.0
South Africa,1986,33733547.0,1219090.0
Spain,1986,38854360.0,505990.0
Sri Lanka,1986,16413729.0,65610.0
Sudan,1986,17618852.0,2505810.0
Suriname,1986,376973.0,163820.0
Swaziland,1986,734790.0,17360.0
